order_id,customer_id,customer_name,age,gender,email,city,state,pincode,country,order_date,delivery_date,order_status,product_category,product_name,quantity,unit_price,total_price,discount_%,payment_method,shipping_carrier,delivery_days,express_delivery,warehouse_location,rating,review_sentiment,return_requested,customer_loyalty_tier
ORD100240,CUST7272,Christine Marshall,25,Male,bautistajonathan@example.com,Al Ain,Abu Dhabi,836851,UAE,05-01-2026,06-01-2026,Delivered,Fashion,Kurti,9,11952.95,75303.58,30,upi,DHL,1,No,Dubai Hub,3.7,,No,Gold
ORD100241,CUST6313,Patrick Grant,41,Other,angela10@example.org,Ballarat,Victoria,941143,Australia,22-04-2026,,Cancelled,Beauty,Moisturiser,10,21461.22,150228.54,30,UPI,Couriers Please,6,No,Melbourne Hub,,Positive,No,Platinum
ORD100242,CUST8055,Brett Young,42,Female,fcampbell@example.com,Dundee,Scotland,455489,UK,12-12-2024,23-12-2024,Shipped,Fashion,Sneakers,8,43556.92,261341.52,25,Cash on Delivery,Royal Mail,11,yes,Manchester Hub,4.4,Negative,No,Bronze
ORD100243,CUST4145,Mrs. Stacy Mason DDS,51,M,michelle10@example.net,Salem,Tamil Nadu,266694,India,26-04-2026,01-05-2026,Shipped,Books,Fiction Novel,5,76317.94,267112.79,30,Debit Card,Ekart,5,No,Chennai Hub,1.9,Negative,Yes,Silver
ORD100244,CUST8489,Trevor Phillips,27,F,dustin15@example.net,Bendigo,Victoria,563485,Australia,30-09-2025,15-10-2025,Returned,Grocery,Protein Powder,3,14708.28,37506.11,15,Debit card,Australia Post,15,no,Sydney Hub,3.8,,Yes,Gold
ORD100245,CUST9286,Gary Zimmerman,56,male,randysexton@example.com,Toronto,Ontario,110944,Canada,28-10-2025,12-11-2025,Returned,Fashion,Saree,2,22456.18,44912.36,,COD,FedEx,15,Yes,Vancouver Hub,1.3,Negative,No,Platinum
ORD100246,CUST9915,Michaela Moss,37,M,victoriasimpson@example.net,Madurai,Tamil Nadu,335005,India,08-08-2024,,Cancelled,Electronics,Charger,2,1131.79,2150.4,5,Debit card,BlueDart,11,Yes,Bengaluru Hub,1.5,,Yes,Bronze
ORD100247,CUST2288,Amanda Williams,58,Male,garciaharold@example.com,London,Ontario,212004,Canada,15-04-2026,19-04-2026,Shipped,Beauty,Moisturiser,2,325041.04,650082.08,0,Cash on Delivery,UPS,4,Yes,Vancouver Hub,3.9,,Yes,Gold
ORD100248,CUST5105,Erin Schultz,55,Male,theresa55@example.com,Al Ain,Abu Dhabi,967219,UAE,23-12-2025,03-01-2026,Returned,Beauty,Moisturiser,5,46403.44,185613.76,20,UPI,Aramex,11,no,Abu Dhabi Hub,4.6,Neutral,Yes,Platinum
ORD100249,CUST6990,Pamela Smith,37,Other,shortalexis@example.com,Madurai,Tamil Nadu,326716,India,05-08-2024,07-08-2024,Shipped,Toys,Remote Car,4,63947.96,255791.84,0,Net Banking,BlueDart,2,Yes,Chennai Hub,,Negative,No,Bronze
ORD100250,CUST4130,Ivan Long,36,Female,hendersonchristine@example.net,Musaffah,Abu Dhabi,488474,UAE,24-02-2025,10-03-2025,Shipped,Home & Kitchen,Bedsheet,9,25080.24,225722.16,,Debit card,Aramex,14,yes,Abu Dhabi Hub,,Neutral,No,Silver
ORD100251,CUST7199,Albert Walters,31,F,clarkshane@example.com,Vancouver,British Columbia,514227,Canada,05-10-2024,,Pending,Books,Textbook,8,30809.47,221828.18,10,Debit Card,FedEx,9,Yes,Toronto Hub,3,,No,Platinum
ORD100252,CUST8159,Paul Long,50,Other,osborneerica@example.com,Canberra,New South Wales,852096,Australia,24-05-2025,,Pending,Sports,Dumbbells,1,2663.66,2663.66,0,Net Banking,Australia Post,2,No,Melbourne Hub,,Neutral,Yes,Gold
ORD100253,CUST3607,James Cervantes,49,Other,maysjesse@example.org,Saket,Delhi,485700,India,25-06-2024,,Cancelled,Toys,LEGO Set,9,15810.27,106719.32,25,Debit card,BlueDart,8,No,Bengaluru Hub,,Neutral,Yes,Silver
ORD100254,CUST2452,Ryan Sherman,63,female,kcruz@example.net,Deira,Dubai,463888,UAE,24-01-2026,,Pending,Books,Fiction Novel,3,27674.29,83022.87,,Net Banking,DHL,14,no,Dubai Hub,4.1,Negative,Yes,Silver
ORD100255,CUST8199,Steven Macias,25,Male,brandon17@example.org,Mangaluru,Karnataka,617575,India,27-06-2024,,Cancelled,Toys,Barbie Doll,1,25898.76,20719.01,20,COD,BlueDart,4,Yes,Kolkata Hub,4.3,Positive,No,Bronze
ORD100256,CUST4038,Mary Daniel,29,Female,allison94@example.net,Mangaluru,Karnataka,528400,India,27-05-2025,,Cancelled,Electronics,Earbuds,8,28603.78,217388.73,5,Debit card,Ekart,9,yes,Bengaluru Hub,2.6,,No,Platinum
ORD100257,CUST9322,Adam Watkins,23,M,garciaandrea@example.org,Dallas,Texas,506228,USA,25-12-2024,30-12-2024,Delivered,Toys,Puzzle,10,52026.93,520269.3,,Credit Card,FedEx,5,yes,New York Hub,1.2,Negative,Yes,Platinum
ORD100258,CUST7534,Diana Cooper,59,Male,rodriguezjennifer@example.com,San Antonio,Texas,687387,USA,23-04-2025,05-05-2025,Returned,Home & Kitchen,Curtains,3,9328.47,22388.33,20,Debit card,USPS,12,yes,Los Angeles Hub,,,Yes,Bronze
ORD100259,CUST3898,Douglas Smith,51,M,michealpowell@example.net,San Francisco,California,829448,USA,24-05-2024,05-06-2024,Shipped,Books,Textbook,7,23306.57,130516.79,20,COD,DHL,12,Yes,Texas Hub,2.2,,No,Bronze
ORD100260,CUST8362,Jennifer Pearson,48,Male,jessicaporter@example.net,Hamilton,Ontario,559163,Canada,26-02-2025,,Pending,Sports,Badminton Racket,10,67162.29,671622.9,,credit card,FedEx,1,yes,Vancouver Hub,2.4,Negative,No,Silver
ORD100261,CUST3109,Clinton Robinson,59,male,riveraanne@example.org,New Delhi,Delhi,764807,India,06-10-2025,18-10-2025,Delivered,Fashion,T-Shirt,10,55960.59,475665.01,15,upi,Ekart,12,no,Kolkata Hub,1.8,Neutral,Yes,Silver
ORD100262,CUST8319,Harold Perez,59,Male,lisa44@example.net,Vancouver,British Columbia,403099,Canada,14-06-2025,,Cancelled,Beauty,Lipstick,4,60616.44,242465.76,0,Net Banking,FedEx,13,No,Toronto Hub,,,No,Gold
ORD100263,CUST7376,Charles Bates,21,F,karabarnes@example.com,Musaffah,Abu Dhabi,611748,UAE,06-12-2024,19-12-2024,Delivered,Sports,Dumbbells,8,12331.97,73991.82,25,UPI,FedEx,13,yes,Dubai Hub,2.4,Positive,No,Silver
ORD100264,CUST7870,Dustin Wilson,19,male,vpeters@example.net,Bengaluru,Karnataka,285158,India,08-10-2025,12-10-2025,Shipped,Home & Kitchen,Mixer Grinder,6,37812.25,192842.48,15,credit card,Ekart,4,no,Mumbai Hub,4.1,Positive,Yes,Silver
ORD100265,CUST2722,Joseph Ramirez,21,male,waynewilliams@example.com,New Delhi,Delhi,584594,India,05-04-2025,,Pending,Home & Kitchen,Pressure Cooker,2,32969.06,65938.12,0,Debit Card,DTDC,1,yes,Mumbai Hub,3.1,Positive,Yes,Platinum
ORD100266,CUST2853,Stephanie Huber,55,F,nhaynes@example.org,Edinburgh,Scotland,192187,UK,27-09-2024,04-10-2024,Delivered,Sports,Cricket Bat,9,1587.33,11428.78,20,upi,DHL,7,Yes,Manchester Hub,4.9,Neutral,Yes,Gold
ORD100267,CUST3591,Shari Kramer,59,male,cspencer@example.org,Musaffah,Abu Dhabi,679648,UAE,29-09-2024,,Cancelled,Toys,Remote Car,2,75067.41,127614.6,15,Net Banking,Aramex,13,yes,Abu Dhabi Hub,1.7,Negative,No,Platinum
ORD100268,CUST6887,Denise Huynh,57,F,bryan97@example.com,Al Ain,Abu Dhabi,299166,UAE,04-12-2024,07-12-2024,Returned,Toys,Board Game,5,3347.95,16739.75,0,Debit card,FedEx,3,Yes,Dubai Hub,,Positive,Yes,Platinum
ORD100269,CUST4581,Heather Peters,55,Other,ztaylor@example.org,Sydney,New South Wales,723584,Australia,16-08-2024,22-08-2024,Shipped,Grocery,Olive Oil,1,51845.15,44068.38,15,Cash on Delivery,Australia Post,6,yes,Melbourne Hub,2.6,Positive,No,Gold
ORD100270,CUST1040,John Smith,49,female,brian14@example.net,Dundee,Scotland,127319,UK,16-08-2024,,Cancelled,Books,Comic Book,3,58546.03,175638.09,0,COD,DHL,13,yes,Manchester Hub,3.7,Negative,No,Platinum
ORD100271,CUST6620,Shane Griffin,53,Other,colleenmatthews@example.com,Syracuse,New York,155248,USA,04-08-2025,10-08-2025,Shipped,Sports,Badminton Racket,8,59498.36,404588.85,15,Net Banking,DHL,6,Yes,Los Angeles Hub,4.5,Neutral,No,Platinum
ORD100272,CUST4584,Pamela Williams,34,Other,whitneyhuff@example.org,Al Ain,Abu Dhabi,341190,UAE,19-09-2025,03-10-2025,Shipped,Fashion,Saree,10,19043.69,190436.9,,upi,FedEx,14,No,Abu Dhabi Hub,1.4,Positive,No,Bronze
ORD100273,CUST3369,Jerry Walker,43,Other,don97@example.net,Ballarat,Victoria,819076,Australia,12-06-2024,27-06-2024,Returned,Home & Kitchen,Mixer Grinder,6,46552.06,237415.51,15,credit card,Australia Post,15,No,Melbourne Hub,4.3,Positive,No,Bronze
ORD100274,CUST9691,Joshua Huff,64,M,jessica54@example.org,Yas Island,Abu Dhabi,588983,UAE,09-11-2024,19-11-2024,Shipped,Books,Textbook,1,52080.65,39060.49,25,Credit Card,FedEx,10,yes,Dubai Hub,3.2,,Yes,Silver
ORD100275,CUST3918,Chelsea Welch,33,Female,xpowell@example.org,Canberra,New South Wales,308578,Australia,30-01-2026,14-02-2026,Delivered,Home & Kitchen,Bedsheet,8,49478.24,376034.62,5,Debit card,Australia Post,15,Yes,Melbourne Hub,2.3,Neutral,No,Gold
ORD100276,CUST4820,Jonathon Stewart,64,Male,williamsrichard@example.net,Rohini,Delhi,369263,India,05-08-2024,,Pending,Fashion,Jacket,9,79159.6,712436.4,0,upi,Ekart,10,yes,Mumbai Hub,1.9,Positive,No,Platinum
ORD100277,CUST3900,Amber Curtis,57,Female,allenmonique@example.org,Saket,Delhi,984878,India,03-12-2025,18-12-2025,Delivered,Electronics,Earbuds,7,7292.86,51050.02,0,UPI,FedEx,15,yes,Kolkata Hub,,Negative,No,Silver
ORD100278,CUST6545,Scott Burns,21,Female,chankelsey@example.org,Vancouver,British Columbia,936847,Canada,29-03-2026,,Cancelled,Home & Kitchen,Curtains,6,252587.12,1515522.72,0,Net Banking,UPS,15,Yes,Vancouver Hub,1.7,Positive,Yes,Gold
ORD100279,CUST7344,Robert White,20,M,stephen68@example.com,Bengaluru,Karnataka,176477,India,11-12-2025,26-12-2025,Shipped,Toys,Barbie Doll,6,26500.56,127202.69,20,credit card,Delhivery,15,Yes,Bengaluru Hub,,Negative,No,Platinum
ORD100280,CUST3752,Kevin Jones,18,female,rodriguezjames@example.net,Nashik,Maharashtra,256787,India,10-04-2026,11-04-2026,Delivered,Toys,Board Game,4,21527.41,60276.75,30,Net Banking,Ekart,1,no,Mumbai Hub,2,,No,Platinum
ORD100281,CUST6604,Albert Adkins,61,Male,shawn70@example.org,London,Ontario,664660,Canada,10-07-2024,,Pending,Books,Biography,7,4636.49,32455.43,0,Credit Card,Canada Post,8,no,Vancouver Hub,4.7,,No,Bronze
ORD100282,CUST6862,Daniel Smith,60,M,gonzalezjason@example.org,Coimbatore,Tamil Nadu,289935,India,08-05-2025,09-05-2025,Returned,Books,Textbook,6,10667.87,64007.22,,Credit Card,Ekart,1,Yes,Mumbai Hub,,Negative,Yes,Silver
ORD100283,CUST8963,Lisa Mccarthy,33,female,qhumphrey@example.com,Hubli,Karnataka,684276,India,20-09-2025,25-09-2025,Shipped,Sports,Badminton Racket,10,10349.57,103495.7,0,credit card,FedEx,5,Yes,Bengaluru Hub,2,Positive,Yes,Bronze
ORD100284,CUST4775,Michael Cohen,45,M,zpineda@example.net,Hubli,Karnataka,223461,India,08-03-2026,,Pending,Electronics,Charger,6,26075.61,109517.56,30,Debit Card,DTDC,4,yes,Chennai Hub,4.6,Neutral,No,Platinum
ORD100285,CUST8920,Donald Fisher,51,Female,uking@example.org,San Diego,California,105759,USA,17-03-2025,,Pending,Toys,Puzzle,4,16335.93,55542.16,15,upi,UPS,8,No,Texas Hub,4.7,Neutral,Yes,Bronze
ORD100286,CUST6174,Andrew Brown,29,M,amber72@example.org,Rohini,Delhi,903606,India,14-04-2026,,Cancelled,Sports,Dumbbells,5,79868.7,359409.15,10,Debit card,FedEx,14,no,Delhi Hub,4.7,Neutral,No,Silver
ORD100287,CUST9349,Linda Coffey,39,Male,danielle78@example.org,New York City,New York,477109,USA,01-04-2026,07-04-2026,Shipped,Beauty,Face Wash,3,64857.7,184844.44,5,Cash on Delivery,DHL,6,no,Texas Hub,,,No,Gold
ORD100288,CUST4397,Melinda Herrera,25,female,justin39@example.com,Canberra,New South Wales,681498,Australia,04-06-2025,,Cancelled,Beauty,Face Wash,4,35268.06,141072.24,0,Net Banking,Couriers Please,7,Yes,Sydney Hub,3.3,,Yes,Bronze
ORD100289,CUST6748,Fred Quinn,47,Female,nlindsey@example.org,Melbourne,Victoria,385922,Australia,22-08-2025,,Pending,Electronics,Laptop,5,64557.67,290509.52,10,UPI,Australia Post,12,yes,Sydney Hub,3.2,,No,Bronze
ORD100290,CUST3630,James Randolph,49,Female,hawkinsbarbara@example.com,Sydney,New South Wales,251674,Australia,14-07-2024,,Cancelled,Toys,Barbie Doll,5,41418.99,207094.95,,Cash on Delivery,DHL,4,Yes,Sydney Hub,,,No,Bronze
ORD100291,CUST3943,Calvin Colon,37,M,reginald55@example.net,San Antonio,Texas,130007,USA,29-07-2024,,Cancelled,Grocery,Dry Fruits,3,73508.15,154367.11,30,upi,DHL,12,yes,Texas Hub,4.1,Positive,Yes,Bronze
ORD100292,CUST2836,Christopher Hart,37,Other,cynthiamartinez@example.net,San Antonio,Texas,914469,USA,01-09-2024,,Pending,Home & Kitchen,Mixer Grinder,5,74951.43,262330,30,Credit Card,USPS,1,yes,Los Angeles Hub,4.2,Positive,Yes,Bronze
ORD100293,CUST8665,Linda Larson,45,Other,caroljohnson@example.org,Ballarat,Victoria,441998,Australia,06-04-2026,,Pending,Electronics,Laptop,1,10548.69,10021.26,5,Debit Card,Couriers Please,2,No,Sydney Hub,,Positive,Yes,Gold
ORD100294,CUST3338,James Price,20,Other,carlos16@example.com,Mangaluru,Karnataka,230873,India,19-08-2024,01-09-2024,Returned,Beauty,Moisturiser,8,61771.76,469465.38,5,Debit Card,Delhivery,13,no,Kolkata Hub,,Positive,Yes,Silver
ORD100295,CUST2555,Scott Foster,33,Male,steven11@example.com,Yas Island,Abu Dhabi,708145,UAE,12-07-2024,26-07-2024,Shipped,Beauty,Moisturiser,2,25011.86,45021.35,10,COD,FedEx,14,no,Dubai Hub,,Neutral,No,Platinum
ORD100296,CUST6724,Jeffrey Townsend,65,male,leslie83@example.com,Buffalo,New York,169889,USA,20-04-2025,,Pending,Books,Self-Help Book,10,57905.73,434292.98,25,Credit Card,DHL,8,yes,Texas Hub,3.5,Neutral,Yes,Silver
ORD100297,CUST8460,Juan Kirby,43,male,thompsonsarah@example.net,Los Angeles,California,726285,USA,04-06-2025,,Cancelled,Home & Kitchen,Curtains,4,3403.14,9528.79,30,UPI,DHL,3,yes,Texas Hub,2.1,Negative,No,Bronze
ORD100298,CUST1192,Samuel Golden,18,Female,fclark@example.net,Chennai,Tamil Nadu,300766,India,16-07-2025,31-07-2025,Shipped,Toys,LEGO Set,9,74086.27,466743.5,30,Net Banking,DTDC,15,No,Kolkata Hub,1.3,,No,Platinum
ORD100299,CUST8417,Ruth Morris,39,M,xwarner@example.net,Vancouver,British Columbia,254152,Canada,14-08-2024,,Pending,Beauty,Lipstick,1,48726.02,34108.21,30,Net Banking,Purolator,5,No,Toronto Hub,4.1,,Yes,Silver
ORD100300,CUST6189,Melanie Glenn,50,M,natalielawrence@example.org,Vancouver,British Columbia,168508,Canada,22-06-2024,04-07-2024,Delivered,Sports,Cricket Bat,7,12646.09,88522.63,,Credit Card,Canada Post,12,yes,Vancouver Hub,2.2,Neutral,No,Platinum
ORD100301,CUST7871,Justin Hill,64,Male,michael75@example.com,New York City,New York,711091,USA,20-06-2025,,Cancelled,Books,Comic Book,4,23600.98,94403.92,,COD,USPS,10,No,New York Hub,1.3,Positive,No,Silver
ORD100302,CUST8721,Hannah Flores,51,female,sherrycunningham@example.org,Sacramento,California,653270,USA,21-01-2026,,Cancelled,Home & Kitchen,Bedsheet,9,43171.32,271979.32,30,Debit card,UPS,4,no,New York Hub,5,Negative,Yes,Gold
ORD100303,CUST5018,Ann Mckay,46,female,melissabarber@example.org,Deira,Dubai,347690,UAE,07-07-2024,15-07-2024,Shipped,Home & Kitchen,Air Fryer,6,11206.55,67239.3,,upi,Emirates Post,8,yes,Abu Dhabi Hub,3.6,Negative,Yes,Gold
ORD100304,CUST7136,Suzanne Poole,21,F,arodriguez@example.net,Bengaluru,Karnataka,657752,India,31-12-2025,06-01-2026,Delivered,Fashion,Sneakers,10,74876.28,561572.1,25,Credit Card,Delhivery,6,yes,Kolkata Hub,2.5,,Yes,Gold
ORD100305,CUST9018,Michael Peterson,56,Male,smithkeith@example.org,Canberra,New South Wales,387773,Australia,21-08-2024,03-09-2024,Shipped,Home & Kitchen,Mixer Grinder,3,79007.43,225171.18,5,Credit Card,Couriers Please,13,yes,Sydney Hub,,,Yes,Gold
ORD100306,CUST3895,James Hanson,19,Other,daniellee@example.net,Newcastle,New South Wales,732419,Australia,07-03-2025,,Cancelled,Sports,Badminton Racket,3,29582.94,66561.61,25,Credit Card,Couriers Please,8,Yes,Melbourne Hub,1.8,Neutral,No,Platinum
ORD100307,CUST1398,Robert Adams,64,Male,kathysmith@example.com,Liverpool,England,924508,UK,17-03-2026,,Pending,Grocery,Olive Oil,5,6833.48,25625.55,25,credit card,Royal Mail,11,Yes,London Hub,2.8,Neutral,Yes,Gold
ORD100308,CUST2517,Mallory Hudson,50,Male,annamiller@example.net,Deira,Dubai,933083,UAE,30-01-2025,07-02-2025,Delivered,Toys,Puzzle,3,21535.79,54916.26,15,credit card,FedEx,8,no,Dubai Hub,3.1,Negative,Yes,Platinum
ORD100309,CUST2288,Chelsea Zhang,57,Male,wkeith@example.net,Austin,Texas,980528,USA,11-03-2025,20-03-2025,Shipped,Books,Biography,7,51092.52,357647.64,0,credit card,DHL,9,No,Los Angeles Hub,1.7,Positive,No,Gold
ORD100310,CUST4771,Craig Eaton,40,Male,morriszachary@example.com,Albany,New York,800362,USA,11-05-2025,23-05-2025,Returned,Electronics,Smartphone,1,34698.73,34698.73,0,Credit Card,FedEx,12,no,New York Hub,1.8,Positive,Yes,Gold
ORD100311,CUST7280,Jonathan Davies,31,Other,erikahill@example.net,Toronto,Ontario,212458,Canada,24-02-2025,07-03-2025,Returned,Sports,Dumbbells,7,70836.27,371890.42,25,upi,Canada Post,11,No,Vancouver Hub,2.6,Negative,Yes,Platinum
ORD100312,CUST8036,Kimberly Johnson,29,Female,michelerodriguez@example.org,New York City,New York,602407,USA,23-06-2024,08-07-2024,Delivered,Toys,Barbie Doll,3,64103.18,182694.06,5,credit card,FedEx,15,no,Texas Hub,2.2,Negative,No,Bronze
ORD100313,CUST2477,Lindsey Carlson,36,M,wmorgan@example.net,Salem,Tamil Nadu,510207,India,25-05-2024,27-05-2024,Delivered,Fashion,Jacket,9,71193.06,640737.54,,Debit Card,DTDC,2,No,Delhi Hub,1,Neutral,No,Silver
ORD100314,CUST7269,Robert Martin,62,female,rlong@example.com,London,England,300690,UK,05-04-2026,,Cancelled,Fashion,Sneakers,2,73313.23,146626.46,,Credit Card,Evri,11,yes,Manchester Hub,4.6,,Yes,Gold
ORD100315,CUST3632,Joanna Gardner,64,Male,mkane@example.net,Deira,Dubai,257659,UAE,18-10-2024,19-10-2024,Shipped,Electronics,Smartphone,6,44166.15,225247.37,15,Net Banking,Emirates Post,1,No,Abu Dhabi Hub,3.5,Neutral,Yes,Bronze
ORD100316,CUST6005,Robin Odonnell,27,Other,barbara10@example.org,Bendigo,Victoria,866775,Australia,21-10-2024,05-11-2024,Returned,Books,Self-Help Book,2,9655.67,18345.77,5,Debit Card,StarTrack,15,yes,Sydney Hub,1.6,Positive,No,Platinum
ORD100317,CUST3997,Roger Hansen,20,Male,scottpaul@example.org,Ottawa,Ontario,269179,Canada,27-07-2024,03-08-2024,Delivered,Beauty,Sunscreen,6,51934.07,296024.2,5,Net Banking,Canada Post,7,yes,Toronto Hub,4.7,Neutral,Yes,Gold
ORD100318,CUST6215,Dawn Trujillo,35,Other,hooperlisa@example.com,Liverpool,England,143282,UK,12-01-2026,,Cancelled,Home & Kitchen,Bedsheet,3,77531.16,186074.78,20,Cash on Delivery,DHL,15,yes,Manchester Hub,,Neutral,Yes,Silver
ORD100319,CUST2830,Diamond Schroeder,51,F,rgarcia@example.org,Deira,Dubai,225881,UAE,07-08-2024,13-08-2024,Returned,Fashion,T-Shirt,3,11524.76,27659.42,20,COD,FedEx,6,yes,Dubai Hub,4.9,Neutral,Yes,Bronze
ORD100320,CUST4976,Brian Costa,20,F,robert25@example.com,Austin,Texas,155751,USA,21-12-2025,,Pending,Sports,Badminton Racket,7,46478.07,260277.19,20,Net Banking,FedEx,7,no,Texas Hub,,,No,Platinum
ORD100321,CUST1310,Daniel Johnson,62,Female,jennaharmon@example.org,Downtown Dubai,Dubai,390646,UAE,24-03-2026,,Cancelled,Beauty,Hair Oil,2,58496.61,111143.56,5,COD,DHL,8,No,Abu Dhabi Hub,1.1,Neutral,Yes,Platinum
ORD100322,CUST9682,Joan Parker,33,Female,sherrypatterson@example.org,Khalifa City,Abu Dhabi,209335,UAE,11-06-2025,16-06-2025,Delivered,Fashion,Kurti,3,16368.93,44196.11,10,UPI,Emirates Post,5,yes,Dubai Hub,4.4,Negative,Yes,Platinum
ORD100323,CUST5449,Kimberly Perez,39,male,pweiss@example.org,Birmingham,England,131868,UK,20-05-2024,02-06-2024,Delivered,Beauty,Face Wash,8,31462.58,188775.48,25,Net Banking,Parcelforce,13,Yes,Manchester Hub,2.9,Negative,Yes,Gold
ORD100324,CUST1820,Tara Lambert,20,Female,haroldbenton@example.com,Melbourne,Victoria,242999,Australia,21-08-2025,,Pending,Fashion,Jacket,4,24064.11,67379.51,30,upi,Couriers Please,11,Yes,Sydney Hub,,Negative,Yes,Bronze
ORD100325,CUST9727,Sheila Roy,54,Other,danielskimberly@example.com,Al Ain,Abu Dhabi,963088,UAE,13-09-2025,16-09-2025,Returned,Grocery,Green Tea,1,65357.98,58822.18,10,COD,Aramex,3,yes,Abu Dhabi Hub,4.4,Negative,Yes,Platinum
ORD100326,CUST8604,Susan Rose,57,Female,cbentley@example.net,Sacramento,California,160062,USA,30-11-2025,,Pending,Home & Kitchen,Curtains,4,33278.73,119803.43,10,Debit Card,UPS,15,No,New York Hub,3.9,Neutral,No,Gold
ORD100327,CUST2529,Jessica Taylor,26,F,donald98@example.net,Al Ain,Abu Dhabi,204780,UAE,10-04-2026,15-04-2026,Shipped,Grocery,Olive Oil,8,68683.62,494522.06,10,Net Banking,Aramex,5,yes,Abu Dhabi Hub,,Negative,No,Gold
ORD100328,CUST1810,Kevin Parrish,25,Female,mariamoreno@example.net,Dundee,Scotland,553298,UK,30-06-2024,01-07-2024,Shipped,Fashion,T-Shirt,4,37904.1,136454.76,10,Cash on Delivery,DHL,1,no,Manchester Hub,3.6,Positive,Yes,Bronze
ORD100329,CUST8543,Rachel Lane,29,M,vthompson@example.com,Hubli,Karnataka,782796,India,16-06-2024,29-06-2024,Delivered,Fashion,Sneakers,5,79154.28,395771.4,0,Debit card,FedEx,13,yes,Mumbai Hub,3.2,Negative,Yes,Bronze
ORD100330,CUST2802,Amanda Johnson,63,Male,tonistewart@example.org,Coimbatore,Tamil Nadu,639944,India,30-07-2024,,Cancelled,Toys,Board Game,10,28867.82,202074.74,30,Credit Card,Ekart,11,yes,Kolkata Hub,2.9,Negative,Yes,Gold
ORD100331,CUST1111,Andrew Anderson,28,F,laurie63@example.org,Ottawa,Ontario,498106,Canada,21-04-2025,29-04-2025,Returned,Books,Self-Help Book,10,46892.01,398582.09,15,credit card,UPS,8,no,Vancouver Hub,1.1,,No,Platinum
ORD100332,CUST5408,Diane Johnston,43,M,hernandezbenjamin@example.org,Pune,Maharashtra,193898,India,20-09-2024,03-10-2024,Delivered,Electronics,Laptop,3,289705.74,825661.36,5,Debit card,Ekart,13,Yes,Delhi Hub,,Positive,No,Bronze
ORD100333,CUST6831,William Stafford,58,female,heatherdoyle@example.com,Glasgow,Scotland,978174,UK,02-02-2026,,Pending,Toys,Barbie Doll,8,69349.03,416094.18,25,credit card,DHL,9,No,London Hub,4.5,,No,Platinum
ORD100334,CUST5538,Amy Ortiz,33,female,charles09@example.net,Yas Island,Abu Dhabi,560056,UAE,07-10-2024,,Pending,Beauty,Hair Oil,1,7610.8,7610.8,0,Net Banking,FedEx,13,Yes,Abu Dhabi Hub,3.9,Positive,Yes,Silver
ORD100335,CUST2155,Allison Clark,33,M,munozjames@example.net,Rohini,Delhi,279568,India,18-10-2025,29-10-2025,Delivered,Electronics,Laptop,8,51280.72,348708.9,15,credit card,FedEx,11,yes,Chennai Hub,4.8,Positive,No,Bronze
ORD100336,CUST6649,Javier Joseph,61,Male,michael76@example.org,Al Ain,Abu Dhabi,385004,UAE,08-11-2025,,Pending,Sports,Badminton Racket,7,31945.81,167715.5,25,UPI,FedEx,2,yes,Abu Dhabi Hub,2.4,Negative,No,Platinum
ORD100337,CUST2298,Megan Webster,39,M,terrylorraine@example.net,Dwarka,Delhi,658501,India,07-06-2025,16-06-2025,Shipped,Sports,Badminton Racket,2,8355.63,14204.57,15,COD,Ekart,9,no,Delhi Hub,,Negative,Yes,Platinum
ORD100338,CUST3470,Erin Yoder,56,Other,leonardlawrence@example.net,Dallas,Texas,634300,USA,03-03-2025,05-03-2025,Returned,Grocery,Organic Rice,9,66082.47,594742.23,0,Credit Card,DHL,2,Yes,New York Hub,4.6,Neutral,No,Gold
ORD100339,CUST8493,Daniel Johnson,61,male,echambers@example.org,Rohini,Delhi,281611,India,05-03-2026,07-03-2026,Delivered,Books,Biography,7,42192.44,265812.37,10,COD,BlueDart,2,no,Kolkata Hub,1.9,,No,Silver
ORD100340,CUST2852,Scott Mata,52,M,freemansusan@example.org,Aberdeen,Scotland,835602,UK,23-07-2025,,Cancelled,Grocery,Protein Powder,8,62546.08,450331.78,10,Credit Card,DHL,3,no,Manchester Hub,4.5,,Yes,Bronze
ORD100341,CUST5499,Patricia Alexander,42,Male,simmonserica@example.com,Toronto,Ontario,426464,Canada,13-09-2025,21-09-2025,Delivered,Sports,Badminton Racket,8,20276.14,162209.12,,COD,Canada Post,8,yes,Vancouver Hub,3.4,Positive,Yes,Gold
ORD100342,CUST2597,Kimberly Le,37,Male,chad06@example.org,Hamilton,Ontario,508645,Canada,04-11-2025,18-11-2025,Delivered,Books,Textbook,4,30244.2,108879.12,10,Debit Card,FedEx,14,No,Toronto Hub,1.4,Positive,No,Silver
ORD100343,CUST8251,Deborah Foster,28,Other,sallybond@example.org,Kelowna,British Columbia,687817,Canada,23-04-2025,,Cancelled,Sports,Yoga Mat,8,20157.87,120947.22,25,Debit card,Canada Post,12,No,Vancouver Hub,2.9,Neutral,No,Silver
ORD100344,CUST8103,Eric Lopez,41,M,nicholsjason@example.net,Canberra,New South Wales,789366,Australia,07-01-2025,,Pending,Books,Fiction Novel,6,17894.26,80524.17,25,Credit Card,Couriers Please,8,yes,Melbourne Hub,1.9,,No,Gold
